mql_id,seller_id,sdr_id,sr_id,landing_page_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue
119ce5d79e3c006a9e46967bff271cb2,b494891378bd8f4560abe576c52deacd,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,de16d7206154c7b0a9528b47a66a0e91,2018-06-19 14:08:22,health_beauty,online_top,cat,,,,reseller,,0
1f4e960dc47c49ab5c2a495e00055f64,8c45b4bc4b5c1e2a4e789b4466a39b77,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2139707229f7f2ea833fab1dad165d03,2018-02-07 13:57:02,bed_bath_table,offline,,,,,reseller,,0
05d287893f5f083739da863da2c4b6f8,49f6ca9231352dedda1ad1176ce70531,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,7c4c1d1f41cd805782ce95db804634a4,2018-04-16 13:09:09,health_beauty,online_small,cat,,,,reseller,,0
0b97be8b4b408a3a0780a32e0a143a7f,7d13fca15225358621be4086e1eb0964,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,8f790071f33dba1dbeb1b2f0edd58f20,2018-02-08 17:20:14,watches,online_big,,,,,reseller,,0
2552a7b886c1710f36be92ac29b1362d,efa89b428cbc422ba9313b4fc6feafc7,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,8997e5a159cd49583e8e9dcb36fa3fa1,2018-02-16 12:31:56,fashion_accessories,online_beginner,,,,,manufacturer,,0
59c0665c39a2bb9c8776d66f4e8b8f66,cb3666965a560e723403683bd378a5f7,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,0df34d798aacc4a709fc1fa4efbeeffa,2018-02-22 12:40:15,jewerly,online_medium,,,,,manufacturer,,0
4151b0029636a1c55afcce9283ac7902,e819bcfade7b5d88a27325eb6cfd62c5,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,5cb85ad7aed4fcd988c552c4f7a63b93,2018-02-12 13:18:13,home_decor,industry,,,,,manufacturer,,0
fc4166d1b1e192f650ee2d807b54c943,70c27847eca8195c983ed7e798c56743,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,ce3e98a1193fd9de586091630878631a,2018-02-08 20:57:44,pet,online_small,,,,,reseller,,0
85e43237b3fb87d881c757f44f1b0357,556a6409838156ea299c9d1f9e2dde43,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,cd07e0aa7a426c600bfa2e97aa1ca248,2018-04-06 20:52:54,household_utilities,industry,shark,,,,reseller,,0
9ce2e101957dc53e3e89cc8e1599aa60,a4fc6eadaff1576af888509a53420f6a,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,620d8bb82dfeb5665e4d22dd0e867006,2018-04-13 12:27:48,computers,online_beginner,cat,,,,reseller,,0
9a6b65aedf8177783035f3a53ca21ed1,0975b0dd18febd1008391fa53dff0891,370c9f455f93a9a96cbe9bea48e70033,85fc447d336637ba1df43e793199fbc8,05c5b770ac122794fa32d7308d7f4524,2018-04-18 18:02:08,party,online_medium,eagle,,,,manufacturer,,0
4bb1ec1ff58ad39558e8468054bfc469,4fae87d32467e18eb46e4a76a0a0b9ce,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,162edb3fde04369588578c97bb74c2d8,2018-07-19 18:06:07,small_appliances,online_medium,cat,TRUE,TRUE,20-50,reseller,,0
c34eb63cd098bf4be03d53462d7ecba2,3525be8392a4fa3274c459bcfee41eef,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,1e7aa455fe02943698275fb20cdfb451,2018-07-04 15:07:27,food_supplement,online_small,cat,,,,reseller,,0
e428d5580f729d23e6070e43c492e424,8b181ee5518df84f18f4e1a43fe07923,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,a423492a2143fdf298e53f8930edd068,2018-04-25 3:00:00,health_beauty,online_medium,shark,,,,reseller,,0
e3c91316d8f28b18d96869aebbb7c3ec,d594982fd877af63ace38ea1fca27c76,09285259593c61296eef10c734121d5b,fbf4aef3f6915dc0c3c97d6812522f6a,ad65d079100911cc700420fb08078a2e,2018-06-05 17:20:34,audio_video_electronics,industry,wolf,,,,reseller,,0
72e81de94dfc0373b006ca75e9c851a1,2f1e89e231b096f4ff1f55dfe8607a7b,e7dff61b78bebffa71678e126ce669ad,068066e24f0c643eb1d089c7dd20cd73,222b2575780a62c9f64f0651f4ba6412,2018-10-31 16:54:59,computers,online_medium,cat,TRUE,,1-5,reseller,80,0
1cbfa9c878ef8692c1ae21e4cfa11000,90269579385b838ce9bd577dcec278a4,34d40cdaf94010a1d05b0d6212f9e909,85fc447d336637ba1df43e793199fbc8,0cac0229c24058498489da246799e02a,2018-05-30 14:43:50,pet,industry,cat,,,,manufacturer,,0
b055fc7de322786cd9ddc996cb6e72ff,398cb257329ef7af7f1943a8974a3cbc,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,83cd936728b8b52bfd8928774c509388,2018-03-06 12:25:29,food_drink,online_medium,cat,,,,manufacturer,,0
a8d2884db49e0769ad4a0b8dce2e143c,d65f74c704563bcb8baa915fbf8cfa1e,6aa3b86a83d784b05f0e37e26b20860d,de63de0d10a6012430098db33c679b0b,20d497a4fc27c84b17a288ed2819b8b4,2018-09-27 12:31:01,health_beauty,online_medium,cat,,FALSE,,reseller,15,20000
d955b97b28c2966211c9de2fe22fefbd,26e2c91ef821e1ff8985f408788fe35b,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,9fe39a86c0218e39ad055971285394bb,2018-02-06 15:46:14,bed_bath_table,online_beginner,,,,,manufacturer,,0
1d7cc0f1d0b54eac3609c5222246595b,dedcab67899479e4ea5dcc4eba47f587,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,a5fcced88a5c72491be7df48cee4fb70,2018-05-15 18:05:25,car_accessories,online_medium,,,,,reseller,,0
78f9eb91b8c7b3b3967fab18283ec614,ca4b77513ac2040591b0d8fae6958380,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c,943f579aab2b2ac77836142b5a4fe58e,2018-06-11 12:40:42,health_beauty,online_medium,cat,,,,reseller,,0
20fcec0873b39b4df3df34140d77d6e7,cee3c487c56d29554a22d112af618301,084b6fbb10729ed4da8c3d3f5a3ae7c9,0a0fb2b07d841f84fb6714e35c723075,e27f63790d9364b66c6a445d409e0ed5,2018-11-14 18:04:19,other,other,cat,FALSE,FALSE,1-5,other,120,6000
0a1643cb73c25878cc845d5594059afe,ae9d6bb89361dff26edbccc7e1c2911d,068066e24f0c643eb1d089c7dd20cd73,2695de1affa7750089c0455f8ce27021,638ebb32531683160c4c9422a642ceaf,2018-04-27 14:01:33,fashion_accessories,online_beginner,cat,,,,manufacturer,,0
92c7eacf759c266a7663d63876d84223,da3eab58892c04039f4cd5ecb09ae260,9d12ef1a7eca3ec58c545c678af7869c,c638112b43f1d1b86dcabb0da720c901,3eaeda6d1aac35b83c25e1634fe7ba8b,2018-03-27 19:14:00,home_decor,offline,eagle,,,,manufacturer,,0
f72a53e19c3310188cedd074226312c9,6e4a902d1054e4e17aa6eab87fac1c75,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,86cdea887706f07cff024738c70c6b99,2018-06-18 13:58:00,audio_video_electronics,offline,wolf,,,,reseller,,0
d25814a309be54d1d2279a4ff921ea28,2d42ebcda99fd55f6f4bc2f1ca035d50,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645,83a3a78c75bb2264ca6e4de5e526dcd6,2018-04-11 3:00:00,home_decor,online_big,cat,,,,reseller,,0
e3ed7cb7b47e4079cb9fef895846b3e2,04843805947f0fc584fc1969b6e50fe7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,641f7fa9aabca6a86eb4d03c721b582e,2018-04-18 16:50:40,home_decor,online_big,cat,,,,manufacturer,,0
413e4eb37de01f40522e28ecdc268639,d9d057968270cdb30c14cba606d5dc90,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,bd0738434a8ef0c436ee179324e1c4e7,2018-03-29 17:48:42,car_accessories,online_medium,,,,,reseller,,0
c1e598764329cc9c377ef1d029be8ceb,d4dcd3a31f5f19aea2f258a568517a4f,fdb16d3cbbeb5798f2f66c4096be026d,060c0a26f19f4d66b42e0d8796688490,96dc2a04c04948d8df1c89e6900ac997,2018-02-22 13:18:26,food_drink,industry,,,,,manufacturer,,0
9cca8d684240e24dd459f2d439fae30c,28760737b4b82d4479ddff8db5e9f71f,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,2787701a3ae90d1a70222bed37161c47,2018-02-27 20:04:12,pet,online_medium,cat,,,,manufacturer,,0
0d99b130d767e50e22b528261ffe5550,0dccb6973ef48a00fbcccfe907181ab0,34d40cdaf94010a1d05b0d6212f9e909,a8387c01a09e99ce014107505b92388c,f190fe19e0558b3b17e72b2fd984b6ef,2018-06-11 12:04:11,food_supplement,online_beginner,cat,,,,reseller,,0
7c9ac4388867d4cc3f1cf9c05ad7e944,751e274377499a8503fd6243ad9c56f6,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,a98cc484ed67b4a5126e7c9a78d88f8b,2018-07-30 14:34:51,audio_video_electronics,online_big,cat,,,,reseller,,0
2c5d0b35798bffadf8f67ef0af84d183,93a55b2252867fd7df54c78cbd5c6d95,56bf83c4bb35763a51c2baab501b4c67,fbf4aef3f6915dc0c3c97d6812522f6a,42e977fa838f8b7edb1aa34c7f22994a,2018-04-02 14:20:33,construction_tools_house_garden,offline,cat,,,,reseller,,0
e5860ae00103b3869a25d940345bf0fd,1185ae3e5ac0463c854dad54fc8fc9e1,34d40cdaf94010a1d05b0d6212f9e909,495d4e95a8cf8bbf8b432b612a2aa328,62333473cb1d25cb52dda7885d7b6e39,2018-04-13 12:50:35,bags_backpacks,industry,cat,,,,manufacturer,,0
014c073ef65e4a7ef73acd61cf606164,2646baaf662d4d92ac48f047e35db92d,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,6dce0826dd68b10c7f7fec34c413c27c,2018-03-23 19:06:54,construction_tools_house_garden,online_medium,eagle,,,,reseller,,0
3a91a097116d6c8b32d41e0c81dd1e9c,e433f5fd4050e3352b5d83522b7fe24b,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,b2f93965af2da44faa7eb8cf94347b77,2018-04-26 3:00:00,construction_tools_house_garden,online_medium,cat,,,,manufacturer,,0
1030d227d3fe9ed0555666c4ffd14ab1,5cc5fe3c6e303fb7656ee7b0ca21ed58,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,f92948a29874668669ee4b94e310761e,2018-03-12 13:21:11,jewerly,online_small,cat,,,,reseller,,0
1c69de363482d0cbc9b6da97cb49757a,dc64d75cc406bb0697be983831430e60,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,1c65acaca46c02958a9acf02a88db63e,2018-04-30 21:13:36,audio_video_electronics,online_small,cat,,,,reseller,,0
415ae4e297c08fd8790a5b1e1ba8482e,08d1c9478fb0d7d7fcac9c0da4e82fc7,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,222c2fe8153ab5fd7f042652c9d75440,2018-04-27 13:35:00,home_decor,online_medium,wolf,,,,manufacturer,,0
a55b94066766f2d29fc22a3bb52d78f6,5181ea7b0d346ed14c5c07f0ff22b2b4,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,6775d139161b598a5b2cef296272cde9,2018-09-04 14:15:04,toys,online_big,cat,,,5-20,reseller,1000,180000
f5da97d441cd42b0b26c10145b71a923,ee2fbacc2fc3794e656cc4d933d59ce7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,dec00ff29801f899709e000f45267d0c,2018-05-18 18:08:22,small_appliances,online_big,cat,,,,reseller,,0
682e8ae60182137d74d90ada9e0947d8,7fc87cc3e89b3d1d5cabdca32f8485aa,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,47a0f4adede7ead68481f39060411dad,2018-02-27 19:19:47,home_office_furniture,offline,cat,,,,manufacturer,,0
77abef21c838da55e14ffc88016ce91f,eba08391609dfda5c016fdd264f9383b,068066e24f0c643eb1d089c7dd20cd73,6565aa9ce3178a5caf6171827af3a9ba,ba638a38b0fbee39cc1a1af57e493533,2018-01-12 16:07:27,home_decor,online_medium,,,,,reseller,,0
46d9834fa62209a6504b2aabe46d7bfb,8b3317388df29d5fa94360a486ad3356,56bf83c4bb35763a51c2baab501b4c67,6565aa9ce3178a5caf6171827af3a9ba,cda611b308ef03811ab7a2dedb286624,2018-02-26 12:45:46,car_accessories,online_medium,cat,,,,reseller,,0
009ff90f082aaa9fcd6e14caf65c7cc6,134285d1f41da5c13a756ee8142c8a4e,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,ecd38eb9fd3c08217109dcc299e56cc8,2018-04-03 3:00:00,car_accessories,online_big,cat,,,,reseller,,0
29b97ecc5839e61efb7bdc25e979d8c6,e9e446d01bd10a97a8ffcfc4a3a20cb2,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,a6b8ff472ac71230d749bc95f78225f5,2018-04-27 16:11:57,health_beauty,online_medium,cat,,,,reseller,,0
8d6be534a8bdd08e11efe57c6ce3dd21,6061155addc1e54b4cfb51c1c2a32ad8,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,beefd8914e6c37934797f949d658dcf7,2018-04-27 20:44:40,pet,online_small,cat,,,,reseller,,0
4979feabd6097fb6100fd36c3c32aae0,bba8d0c234a52b87b3957037a215d1a4,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,d21754c8466b51b5a60c3f5b5f0b5897,2018-02-22 21:07:50,home_decor,online_small,cat,,,,manufacturer,,0
5985e72b3752e4749926885db1b45be4,044668ccd5316b12a7cf0d54a156e3e9,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,05ed50b642aebcf775d38a952800179f,2018-01-31 21:00:13,food_drink,offline,,,,,reseller,,0
048bb2f901e2c6f99bc9d26b78b47129,fc813dd7e04b8a1c9c10e8e9c10cd5f9,0a0fb2b07d841f84fb6714e35c723075,4ef15afb4b2723d8f3d81e51ec7afefe,8c3cbc0e16c6e65cc9253566d550529a,2018-06-25 19:33:44,music_instruments,industry,cat,,,,reseller,,0
58caf27a48e7930aefd5437298d64a70,922f6795c9e65f2485d4e63af76586ff,45749fb708130f78d0db07d8d80f030b,34d40cdaf94010a1d05b0d6212f9e909,6dbf7c46ff2bbfbaa541c488e513125d,2018-09-21 18:18:15,bed_bath_table,online_medium,"cat, wolf",TRUE,TRUE,5-20,reseller,50,30000
2b094148a9d10109b903715267c4dd14,224167f6e956da2f71c0e8dbdaa8bbf0,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,4614cba9c01530cb61cfbe055d51aca8,2018-03-12 13:14:10,computers,offline,eagle,,,,reseller,,0
e5f15cc640c8a7408103dd190ced966c,30a81d8cf85fb2ada1b1b094c9583a95,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,a6f96c6f50425078fd755053ae2cccfe,2018-01-19 16:51:28,pet,online_top,,,,,reseller,,0
a15880813bd2f137e9f6922cbb7255bf,7e417525a6ce49b708fd384e580fe3c4,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,311e20038404dd3c4800b9590951919e,2018-04-03 17:19:55,home_decor,online_medium,cat,,,,manufacturer,,0
3bcc8997df233ab581f30dd65f14698c,b6cac2bb2d83cae903e336e6a993c795,34d40cdaf94010a1d05b0d6212f9e909,de63de0d10a6012430098db33c679b0b,191089427afaa0446f009546a4f60179,2018-04-23 14:31:35,car_accessories,online_big,cat,,,,reseller,,0
afac78e614dac1a1470030ea55c08eef,0ddefe3c7a032b91f4e25b9c3a08fca1,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba,9f97c3ca972b293937d68ac6f6ea934e,2018-02-09 15:35:51,household_utilities,online_small,cat,,,,reseller,,0
d0b2ef3bdc9ed0fce3d672ec52dc9c00,45dfe11016c782d99a19f93dd34c300d,a8387c01a09e99ce014107505b92388c,060c0a26f19f4d66b42e0d8796688490,fd63f190335f2d176ff4562d0be71883,2018-03-16 14:17:34,car_accessories,online_medium,cat,,,,reseller,,0
496515dec2a1c280f145f6ccb34851fb,6f835fd4be26989b1b064399da346143,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,637edd6e824d188e98b524839971147e,2018-04-27 16:09:25,audio_video_electronics,online_medium,wolf,,,,reseller,,0
17c77fd570aa86b74387fae66d9d4edd,3e35a8bb43569389d3cebef0ce820f69,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,66acbc465c876a0d51935bd98b49a988,2018-01-18 11:09:00,food_drink,industry,,,,,reseller,,0
cc4ec90b270b9f1de8dc2d8864425252,a7d0f8dd44f57ef6de7f7f02e3d82630,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,ef4b8a79adde8b3e8540bfa7e88cb61b,2018-04-27 21:38:40,health_beauty,online_medium,cat,,,,reseller,,0
f0b314f185b80cf35d986e298db53fe3,a663d9c3797e90eac99ff60939416a56,34d40cdaf94010a1d05b0d6212f9e909,060c0a26f19f4d66b42e0d8796688490,432ddbac2c3714e758b6f4dbf19c89af,2018-04-27 21:08:34,computers,online_beginner,cat,,,,reseller,,0
902a621ebb8a96c516d34a58334eb0ee,2aef4c8187ab057d6f1b7e0e636aa481,e7dff61b78bebffa71678e126ce669ad,a8387c01a09e99ce014107505b92388c,6dfeea4a576cb4ec86270792f5126fac,2018-08-28 17:09:31,construction_tools_house_garden,online_beginner,,,,,reseller,4,6
a1ad46372861ecf61fdab04c7bf5082e,8e3338430e8b66d28aa88fa892a00063,9e4d1098a3b0f5da39b0bc48f9876645,fbf4aef3f6915dc0c3c97d6812522f6a,8cb2ee26a925eba3c1689cba8861f134,2018-02-26 20:32:17,home_decor,online_small,cat,,,,reseller,,0
7893b5468710641ad87f8b4aa1b8777d,3084dcdea01fe4f2d556540e6b2e873d,068066e24f0c643eb1d089c7dd20cd73,060c0a26f19f4d66b42e0d8796688490,e79f6ad8d2448d35259d1e08f01e54b7,2018-04-03 18:56:08,construction_tools_house_garden,industry,cat,,,,reseller,,0
a82596c6fd3ed643b18a2a942eb6ddc9,a213f1bd6458f4a158f3746cb2514559,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,b061addbd1c18a9d161abbe391d20a1e,2018-04-26 16:05:43,computers,online_beginner,,,,,reseller,,0
36f6d5bde803873f6bffe9949f258935,a56e351445e5863fc8960640ba9190c7,9e4d1098a3b0f5da39b0bc48f9876645,495d4e95a8cf8bbf8b432b612a2aa328,08e0c06c0decbbaee638b57ca5ee9acb,2018-02-26 20:02:10,home_decor,online_small,cat,,,,reseller,,0
4ddc45a9de1065695a90e87be37471c0,9d590e1df0faffd9ceaa1f0f0ea9af2f,e7dff61b78bebffa71678e126ce669ad,2695de1affa7750089c0455f8ce27021,56a44a57be4288d366065dfa62d220d7,2018-09-21 18:49:49,audio_video_electronics,online_medium,wolf,TRUE,TRUE,5-20,reseller,50,0
d2c1295f655a2d436edda96084211820,f49987b20beada69981c57899ffd1095,9d12ef1a7eca3ec58c545c678af7869c,56bf83c4bb35763a51c2baab501b4c67,4434137dfbf152d97c449eb5aa66a8ff,2018-08-03 17:41:00,home_office_furniture,online_medium,wolf,,,,reseller,,0
1cfef7cfd8d26b1ecb8b0eccca6366ca,5cb4a72356883c59790dc8309cddea2f,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,b7a0c979cb1d7ab32b74a79e1fca770e,2018-01-30 16:30:17,home_decor,online_medium,,,,,manufacturer,,0
2708ccf204c47df56b5469327e900581,fcdd820084f17e9982427971e4e9d47f,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,4c70c28c7dec2aeef8838cf5413e4418,2018-02-15 17:38:42,household_utilities,online_big,,,,,manufacturer,,0
44ebc4e28c99d8aeaead73b4b70cc5e9,131fcb0a0c9a47bba4474aacff0f14b7,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645,74faa614b54846839030d148b50a08cb,2018-04-20 3:00:00,home_appliances,online_medium,cat,,,,reseller,,0
62e44187d92348c552952aa4bf152e90,3d5d0dc7073a299e31fa718ce1bc00b6,09285259593c61296eef10c734121d5b,4ef15afb4b2723d8f3d81e51ec7afefe,7db26f580ff1db4437d0998185534f9b,2018-05-07 16:42:08,health_beauty,online_medium,cat,,,,reseller,,0
5931bbfb35cc483290f5dd6a9fda8ee5,0db0dce302e414422ed38aabd133ae04,4b339f9567d060bcea4f5136b9f5949e,2695de1affa7750089c0455f8ce27021,41fd28a62be211681e9385e5d9c7322a,2018-06-18 12:46:31,food_supplement,industry,wolf,,,,manufacturer,,0
